source_doc,gloss_zh,chinese,mongolian,n_chars,n_syl
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,射有,合兒僕由,qarbuju,4,3
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,減了,塔壇,tatam,2,2
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,人行,古溫捏徹,küġün-eče,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,蟒名,古劣勒古,gürelkü,4,3
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,蟒,莽忽思,maṅγus,3,2
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,人名,拙赤合撒兒,Žüči-Qasar,5,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,被說有,客額克迭由,keġegdejü,5,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,自那裏,田迭額徹,Tende-eče,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,山的,阿屼剌因,aγ̇la-jin,4,3
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,爭咱,帖篾扯耶,temečeje,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,登您,阿巴里惕渾,abaridqun,5,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,最少的,你勒合,nilqa,3,2
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,肝有的,赫里格禿,heligetü,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,睡的,穩榻黑赤,untaγči,4,3
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,晩行,斡剌牙,oraj-a,3,3
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,起的,孛速黑赤,bosuγči,4,3
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,多處,巴魯阿納察,baruγ̇an-ača,5,5
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,落後,豁綽魯由,qočoruju,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,立處,擺荅剌察,baidal-ača,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,落後有,豁綽荅由,qočodajin,4,4
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,頂,豁兒吉勒,horgil,4,2
c21_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_2.xhtml,上咱,合魯牙,γaruja,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,說了,嗚詁列額惕,üġüleġed,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,種名處,乃蠻納察,Naiman-ača,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,分着,亦惕抽,idču,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,昏着,兀窟惕古周,üküdġüžü,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,爭,帖篾纒,temečen,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,驚着,兀兒古周,ürġüžü,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,上了,合兒罷,γarba,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,被殺着,阿剌黑荅周,alaγdažu,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,謹愼,合荅兀赤,qadaγ̇uči,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,山裏,阿屼剌突兒,aγ̇ula-dur,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,迎的,額薛兒古列古,esergülekü,6,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,顏色,赤來,čirai,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,崖的,崑訥,gun-u,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,山行,阿屼剌冝,aγ̇ula-ji,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,圍,不薛勒昆,büselgün,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,避着,不魯兀亦闌,buruγ̇uilan,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,動每,歌多勒坤,ködölkün,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,墜着,忽剌抽,γuladču,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,上行,迭額列延,deġere-ġen,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,,忽塔黑剌勒都周,qutaγlaldužu,7,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,骨,牙速,jasu,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,髮自的行,許速,hüšü-ben,2,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,碎,砍客魯,kemkerü,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,共倒着,兀納勒都周,unaldužu,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,,渾只兀,qunžiγ̇u,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,直到,巴亦塔剌,baitala,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,相壓着,荅魯察周,darulčažu,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,共死了有,兀窟勒都主爲,üküldüžüġüi,6,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,明早,馬納合石,Manaγaši,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,住間,阿黑撒阿兒,aγsaγ̇ar,5,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,反着,歹眞,daižin,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,被趕上時,癸扯克迭侖,güjičegderün,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,河名行,塔渳剌,Tamir-a,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,劄圈子有,古列額列主兀,küreġeležüġü,6,6
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,圈子自的行,古列延都里顏,küreġen-dür-jen,6,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,山前,完勒客迭,ölgede,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,收了,忽里牙罷,qurijaba,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,種名,合塔斤,Qatagin,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,那裏也,田迭古,tende-kü,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名的,塔陽溫,Tajaṅ-un,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,氣息,忽你兒,hünir,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,要了來,阿不剌阿,abulaγ̇a,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,鼠兒,忽合納,quluγana,3,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,地名行,合剌荅勒忽札兀剌,Qaradal-Hužaγ̇ur-a,8,7
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名一同,脫黑脫阿別乞魯額,Toγtoγ̇a-Beki-lüġe,8,7
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名行,脫黑脫阿冝,Toγtoγ̇a-ji,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,子每,可兀惕,köġüd-,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,姓種名的,豁阿思篾兒乞敦,Γoγ̇as-Merkid-ün,7,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名,荅亦兒兀孫,Dair-Usun,5,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,女自的行,斡乞顏,öki-jen,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,女名行,忽闌合禿泥,Qulan-Qatun-i,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,獻與,兀者兀勒速,üžeġülsü,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,當着,者惕古克迭周,žedgügdežü,6,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,種名,巴阿里歹,Baγ̇aridai,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名,納牙,Najā,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,官人行,那顏突兒,nojan-dur,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,遇着,兀赤剌周,učiražu,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,女子行,斡乞泥,Ökin-i,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,共獻咱,兀者兀魯牙,üžeġülüje,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,止住了有,脫里惕格主爲,töridġežüġüi,6,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,止時,脫里惕格侖,Töridgerün,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名行,荅亦兒兀速泥,Dair-Usun-i,6,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,獨自,合黑察阿兒,γaγčaγ̇ar,5,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,亂的,撒卯危,samaγ̇ui,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,敎活,阿兀勒忽,aγ̇ulqu,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,亂了,撒卯兀剌忽,samaγ̇uraqu,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,女名,忽闌,Qulan,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,娘子一同,合敦魯阿,Qatun-luγ̇a,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,到了,古兒格罷,kürgebe,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名行,納牙冝,Najā-ji,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,止當着,脫迭額周,tödeġežü,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,住了,阿罷,aba,2,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,剛硬行,合堂忽牙,qataṅγuj-a,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,仔細,馬剌安,maraγ̇an,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,問着,阿撒黑抽,asaγču,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,法度,札撒黑,Žasaγ,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,問,阿撒渾,asaγun,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,皇帝行,合罕,qaγan-a,2,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,共獻咱,兀者兀魯耶,üžeġülüje,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,勸來,亦惕合魯阿,idγaluγ̇a,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,名處,納牙阿荅察,Najaγ̇a-dāča,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,別的每,不速惕,busud,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,軍每行,扯里兀惕途兒,čeriġüd-tür,6,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,遇着呵,兀赤剌阿速,učiraγ̇asu,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,亂裏,撒卯兀突兒,Samaγ̇u-dur,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,生裏,推恢突兒,čeküi-dür,4,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,入去有,斡羅忽由,Oroqu-ju,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,不知,孩,γai,1,1
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,人名行,納牙阿突兒,Najaγ̇a-dur,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,遇着的,兀赤剌,učiraqui,3,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,問間,阿撒黑塔剌,asaγtala,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,天的,騰格理因,teṅgeri-jin,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,命裏,札牙阿兒,žajaγ̇a-γ̇ar,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,生了的,脫列兀魯克先,töreġülügsen,6,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,皮膚行,馬里顏納察,marijan-ača,5,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,敎奏了,斡赤兀勒主爲,öčiġülžüġüi,6,5
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,被問時,阿撒黑荅侖,asaγdarun,5,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,皇帝自的行,合罕訥安,Qaγan-u-γ̇an,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,有也者,阿木者,amu-že,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,比這箇行,額兀捏徹,Eġün-eče,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,奏事,斡赤勒,öčil,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,日裏,兀都里耶兒,üdür-jer,5,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,試呵,莎里阿速,soriγ̇asu,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,娘子的,合敦訥,qatun-u,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,娘子行,合敦泥,qatun-i,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,愛了,塔阿剌罷,taγ̇alaba,4,4
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,言語有的,兀格禿,ügetü,3,3
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,勾當,委亦列,üile,3,2
c22_yin_yi_meng_wen_yuan_chao_mi_shi_juan_qi_3.xhtml,委付,土失速,tüšišü,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名的,忽都因,Qudu-jin,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,娘子每,合敦惕,Qatud,3,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,名,禿該,Tügei,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,名,朶列格捏,Döregene,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,兩箇內,只里捏徹,žirin-eče,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,名行,朶列格捏冝,Döregene-ji,5,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名,斡歌歹,Ögödei,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,山頂,台合勒,taiqal,3,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,寨子把了,豁兒合剌主爲,qorγalažuγ̇ui,6,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名行,沉白冝,Čimbai-ji,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,官做着,那牙剌周,nojalažu,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,左,沼溫,žeġün,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,手的,合侖,γar-un,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,軍領着,扯里兀的耶兒,čeriġüd-jer,6,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,寨子把了的每,豁兒合剌黑撒惕,qorγalaγsad,7,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,種名行,篾兒乞的,Merkid-i,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎攻,額額列兀侖,eġereġülün,5,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,前,額不列,ebür-e,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,山名,阿來亦牙兒,Arai-ijar,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎要着,阿卜合兀勒周,abqaγ̇ulžu,6,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,出了以來,合魯黑撒阿兒,γaruγsaγ̇ar,6,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,相合着,捏亦列周,neiležü,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,水名的,額兒的盾,Erdis-ün,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,地名,不黑都兒麻,Buγdurma,5,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,對陣呵,擺亦勒都阿速,bailduγ̇asu,6,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,亂箭的,失把因,šiba-jin,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,被射着,禿思荅周,tusdažu,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,身行,別耶冝,beje-ji,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,去了有,約兒赤主兀,jorčižuγ̇u,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,相合着,禿惕抽,qamtudču,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,逃,不魯委闌,buruγ̇uilan,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,水名,額兒的失,Erdis-i,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,渡時,客禿魯侖,ketülürün,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,沉落着,出卜禿思抽,čübtüsčü,5,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,多自的行,斡欒乞顏,oloṅki-jan,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,水裏,兀孫突兒,usun-dur,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎死了來有,兀窟兀勒主爲,üküġülžüġüi,6,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,出了的每,合魯黑撒惕,γaruγsad,5,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,渡,客禿侖,ketülün,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,種名,委兀兒台,Uiγ̇urtai,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,種名行,合兒魯兀的,Qarluγ̇ud-i,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,河行,沐洌,müren-e,2,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名行,古兒罕突兒,Γur-Qān-dur,5,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人,合,Γal,1,1
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,種名行,康里泥,Qaṅlin-i,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,種名行,欽察兀的,Kibčaγ̇ud-i,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,去了,約兒赤主爲,jorčižuγ̇ui,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,家每行,阿兀侖兀惕突兒,aγ̇uruγ̇ud-tur,7,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名,沉白,Čimbai,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎窮絕了,木忽惕合主爲,muqudγažuγ̇ui,6,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,那裏,田迷,Tende,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,盡殺行,乞都忽泥,Kiduqun-i,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,盡殺着,乞都兀勒周,kiduγ̇ulžu,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,投入的,斡羅黑三,oroγsan,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,家每行,阿兀魯兀荅察,aγ̇uruγ̇ud-ača,6,6
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,起有,孛思出兀,bosčuγ̇u,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,家每裏,阿兀魯兀惕突兒,Aγ̇uruγ̇ud-tur,7,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,家人每,闊脫臣,kötöčin,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,他的每行,帖迭泥,teden-i,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,勝,荅魯主兀,daružuγ̇u,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,全,屯荅合,Tundaγa,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎存咱,阿兀魯牙,aγ̇uluja,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,說來,客額魯額,keġelüġe,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,盡絕,忽魯惕帖列,hülüdtele,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎其分了,忽必牙兀勒罷,qubijaγ̇ulba,6,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名行,速別額台冝,Sübeġetei-ji,5,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,車子有的行,帖列格禿冝,teregetü-ji,5,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名,合勒,Γal,2,1
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,敎追襲,捏客兀侖,nekeġülün,4,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,人名行,速別帖耶,Sübeġetej-e,4,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,把,擣兀,Daγ̇u,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,驚着,斡黑札惕抽,oγžadču,5,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,相射着,合兒鏷察周,qarbulčažu,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,帶套竿的,兀忽兒合禿,uγurγatu,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,野馬,忽闌,qulan,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,帶箭的,速木禿,sumutu,3,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,鹿,不忽,buγu,2,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,翅有的,只兀兒禿,žiġürtu,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,飛着,你思抽,nisčü,3,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,天行,騰格理突兒,teṅgeri-dür,5,4
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,海靑,升豁兒,šinqor,3,2
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,拿麽,把里兀只冝,bariγ̇uži-ji,5,5
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,土撥鼠,塔兒巴罕,tarbaγan,4,3
c23_yin_yi_meng_wen_yuan_chao_mi_shi_juan_ba_1.xhtml,爪甲自的行,乞木速阿里顏,kimusu-γ̇ar-jan,6,5
