trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
駒那羅,驹那罗,kunāla,3,3,3,1.0,1.0,exact,proper noun,transcription
鳩那羅,鸠那罗,kunāla,3,3,3,1.0,1.0,exact,proper noun,transcription
拘那羅,拘那罗,kunāla,3,3,3,1.0,1.0,exact,proper noun,transcription
都牟盧天,都牟卢天,tumburu,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
兜牟盧天,兜牟卢天,tumburu,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
耽浮樓天,耽浮楼天,tumburu,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
珍浮樓天,珍浮楼天,tumburu,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
虜喜尼,虏喜尼,rohiṇī,3,3,3,1.0,1.0,exact,proper noun,transcription
設多婢灑,设多婢洒,śatabhiṣā,4,4,4,1.0,1.0,exact,proper noun,transcription
跋難陀龍王,跋难陀龙王,upananda,5,4,3,1.25,1.0,off_by_one,proper noun,transcription
密果天,密果天,bṛhatphala,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
鴦,鸯,aṅg,1,1,1,1.0,1.0,exact,phonetic,transcription
富蘭那,富兰那,purāṇa,3,3,3,1.0,1.0,exact,proper noun,transcription
脯剌拏,脯剌拏,purāṇa,3,3,3,1.0,1.0,exact,proper noun,transcription
阿迦尼,阿迦尼,akaniṣṭha,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿迦尼師託,阿迦尼师讬,akaniṣṭha,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
阿迦尼沙託,阿迦尼沙讬,akaniṣṭha,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
衞世師,衞世师,vaiśeṣika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿夷維,阿夷维,ājīvika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿耆維,阿耆维,ājīvika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿提目多,阿提目多,adhimukti,4,4,4,1.0,1.0,exact,noun,transcription
僧伽吒,僧伽吒,saṃghāṭa,3,3,3,1.0,1.0,exact,noun,transcription
僧伽吒,僧伽吒,saṃghāṭa,3,3,3,1.0,1.0,exact,noun,transcription
闍鼻多,阇鼻多,kṣapita,3,3,3,1.0,1.0,exact,verb,transcription
迦葉毘維,迦叶毘维,kāśyapīya,4,4,4,1.0,1.0,exact,proper noun,transcription
僧伽多,僧伽多,saṃghāṭa,3,3,3,1.0,1.0,exact,noun,transcription
僧伽多,僧伽多,saṃghāṭa,3,3,3,1.0,1.0,exact,noun,transcription
摩那埵,摩那埵,mānatva,3,3,3,1.0,1.0,exact,noun,transcription
蘇曼那,苏曼那,sumanā,3,3,3,1.0,1.0,exact,noun,transcription
阿黎勒果,阿黎勒果,haritaki,4,4,4,1.0,1.0,exact,noun,transcription
阿黎勒,阿黎勒,haritaki,3,4,3,0.75,1.0,off_by_one,noun,transcription
訶黎勒果,诃黎勒果,haritaki,4,4,4,1.0,1.0,exact,noun,transcription
一闡提迦,一阐提迦,icchantika,4,4,4,1.0,1.0,exact,noun,transcription
般遮于瑟會,般遮于瑟会,pañcavārṣika,5,5,5,1.0,1.0,exact,proper noun,transcription
般遮于瑟,般遮于瑟,pañcavārṣika,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
般闍于瑟會,般阇于瑟会,pañcavārṣika,5,5,5,1.0,1.0,exact,proper noun,transcription
般闍于瑟,般阇于瑟,pañcavārṣika,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
沙彌利,沙弥利,śramaṇerī,3,4,3,0.75,1.0,off_by_one,noun,transcription
訶利帝,诃利帝,hārītī,3,3,3,1.0,1.0,exact,proper noun,transcription
訶利底,诃利底,hārītī,3,3,3,1.0,1.0,exact,proper noun,transcription
訶利帝南,诃利帝南,hārītī,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
丁彦多,丁彦多,tiṅanta,3,3,3,1.0,1.0,exact,phrase,transcription
踰健達羅山,踰健达罗山,yugaṃdhara,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
踰健達羅,踰健达罗,yugaṃdhara,4,4,4,1.0,1.0,exact,proper noun,transcription
朅地洛迦山,朅地洛迦山,khadiraka,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
朅地洛迦,朅地洛迦,khadiraka,4,4,4,1.0,1.0,exact,proper noun,transcription
尼民達羅山,尼民达罗山,nimiṃdhara,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
尼民達羅,尼民达罗,nimiṃdhara,4,4,4,1.0,1.0,exact,proper noun,transcription
欝多羅施羅,欝多罗施罗,uttaraśaila,5,5,5,1.0,1.0,exact,proper noun,transcription
迦葉比,迦叶比,kāśyapīyā,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
陀鄰尼,陀邻尼,dhāraṇī,3,3,3,1.0,1.0,exact,noun,transcription
阿沙陀,阿沙陀,āṣāḍha,3,3,3,1.0,1.0,exact,noun,transcription
竭地洛迦山,竭地洛迦山,khadiraka,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
竭達洛迦山,竭达洛迦山,khadiraka,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
富伽羅,富伽罗,pudgala,3,3,3,1.0,1.0,exact,noun,transcription
阿私陀,阿私陀,asita,3,3,3,1.0,1.0,exact,proper noun,transcription
阿私多,阿私多,asita,3,3,3,1.0,1.0,exact,proper noun,transcription
阿私吒,阿私吒,asita,3,3,3,1.0,1.0,exact,proper noun,transcription
阿斯陀,阿斯陀,asita,3,3,3,1.0,1.0,exact,proper noun,transcription
波牟提陀步弭,波牟提陀步弭,pramuditābhūmi,6,6,6,1.0,1.0,exact,proper noun,transcription
維摩羅普,维摩罗普,vimalābhūmi,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
三昧定,三昧定,samādhi,3,3,3,1.0,1.0,exact,noun,transcription
瞿陀尼,瞿陀尼,godānīya,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
迦膩色伽,迦腻色伽,kaniṣka,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
罽膩迦王,罽腻迦王,kaniṣka,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
康達康達,康达康达,kundakunda,4,4,4,1.0,1.0,exact,proper noun,transcription
娑雞多,娑鸡多,sāketa,3,3,3,1.0,1.0,exact,proper noun,transcription
那洛巴,那洛巴,nāropa,3,3,3,1.0,1.0,exact,proper noun,transcription
求那跋陀羅,求那跋陀罗,guṇabhadra,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
阿尼律陀,阿尼律陀,aniruddha,4,4,4,1.0,1.0,exact,proper noun,transcription
阿尼律,阿尼律,aniruddha,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
迦旃延,迦旃延,kātyāyana,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
摩訶迦旃延,摩诃迦旃延,mahākātyāyana,5,6,5,0.833,1.0,off_by_one,proper noun,transcription
羅睺羅跋多羅,罗喉罗跋多罗,rāhulabhadra,6,5,5,1.2,1.0,off_by_one,proper noun,transcription
那爛陀寺,那烂陀寺,nālandā,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
孫陀羅難陀,孙陀罗难陀,sundarananda,5,5,5,1.0,1.0,exact,proper noun,transcription
阿地瞿多,阿地瞿多,atikūta,4,4,4,1.0,1.0,exact,proper noun,transcription
陀羅尼集經,陀罗尼集经,dhāraṇīsaṃgraha,5,6,5,0.833,1.0,off_by_one,proper noun,transcription
勒那摩提,勒那摩提,ratnamati,4,4,4,1.0,1.0,exact,proper noun,transcription
樹提伽經,树提伽经,Jyotiṣka,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
佛地經,佛地经,Buddhabhūmi,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
賓頭盧,宾头卢,piṇḍola,3,3,3,1.0,1.0,exact,proper noun,transcription
闍那崛多,阇那崛多,Jñānagupta,4,4,4,1.0,1.0,exact,proper noun,transcription
拘薩羅,拘萨罗,kośala,3,3,3,1.0,1.0,exact,proper noun,transcription
須摩提,须摩提,Sumati,3,3,3,1.0,1.0,exact,proper noun,transcription
因揭陀,因揭陀,aṅgada,3,3,3,1.0,1.0,exact,proper noun,transcription
迦理迦,迦理迦,kālika,3,3,3,1.0,1.0,exact,proper noun,transcription
迦諾迦跋釐堕闍,迦诺迦跋厘堕阇,kanakabharadrāja,7,7,7,1.0,1.0,exact,proper noun,transcription
伽耶山,伽耶山,gayāśīrṣa,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿那律,阿那律,aniruddha,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
烏陀夷,乌陀夷,udāyin,3,3,3,1.0,1.0,exact,proper noun,transcription
佛陀蜜多,佛陀蜜多,buddhamitra,4,4,4,1.0,1.0,exact,proper noun,transcription
須闍多,须阇多,Sujātā,3,3,3,1.0,1.0,exact,proper noun,transcription
頻婆娑羅王,频婆娑罗王,bimbisāra,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
迦葉波,迦叶波,Kāśyapa,3,3,3,1.0,1.0,exact,proper noun,transcription
迦攝波,迦摄波,Kāśyapa,3,3,3,1.0,1.0,exact,proper noun,transcription
大乘十法經,大乘十法经,daśadharma,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
阿毘達磨俱舍釋論,阿毘达磨俱舍释论,Abhidharmakośaśāstra,8,8,8,1.0,1.0,exact,proper noun,transcription
蘇補底,苏补底,subhūti,3,3,3,1.0,1.0,exact,proper noun,transcription
須扶提,须扶提,subhūti,3,3,3,1.0,1.0,exact,proper noun,transcription
須浮帝,须浮帝,subhūti,3,3,3,1.0,1.0,exact,proper noun,transcription
藪浮帝修,薮浮帝修,subhūti,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
釋翅搜,释翅搜,Śākyeṣu,3,3,3,1.0,1.0,exact,phrase,transcription
阿毘浮,阿毘浮,abhibū,3,3,3,1.0,1.0,exact,proper noun,transcription
鬱多樓,郁多楼,uttara,3,3,3,1.0,1.0,exact,proper noun,transcription
戍婆揭羅僧訶,戍婆揭罗僧诃,Śubhakarasiṃha,6,6,6,1.0,1.0,exact,proper noun,transcription
周利槃陀加,周利槃陀加,kṣudrapanthaka,5,5,5,1.0,1.0,exact,proper noun,transcription
周利槃特,周利槃特,Śuddhipanthaka,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
迦留陀夷,迦留陀夷,kālodāyin,4,4,4,1.0,1.0,exact,proper noun,transcription
摩訶劫賓那,摩诃劫宾那,mahākapphiṇa,5,5,5,1.0,1.0,exact,proper noun,transcription
瞿醯壇怛囉,瞿醯坛怛啰,guhyatantra,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
頻毘娑羅,频毘娑罗,bimbisāra,4,4,4,1.0,1.0,exact,proper noun,transcription
菩提僊那,菩提僊那,bodhisena,4,4,4,1.0,1.0,exact,proper noun,transcription
阿折羅,阿折罗,ācāra,3,3,3,1.0,1.0,exact,proper noun,transcription
般遮羅,般遮罗,pañcāla,3,3,3,1.0,1.0,exact,proper noun,transcription
般闍羅國,般阇罗国,pañcāla,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
般闍羅,般阇罗,pañcāla,3,3,3,1.0,1.0,exact,proper noun,transcription
般沙羅,般沙罗,pañcāla,3,3,3,1.0,1.0,exact,proper noun,transcription
坎毘拉,坎毘拉,kaṃpilla,3,3,3,1.0,1.0,exact,proper noun,transcription
耆米尼,耆米尼,jaimini,3,3,3,1.0,1.0,exact,proper noun,transcription
巴達羅耶那,巴达罗耶那,bādarāyaṇa,5,5,5,1.0,1.0,exact,proper noun,transcription
巴丹闍梨,巴丹阇梨,patañjali,4,4,4,1.0,1.0,exact,proper noun,transcription
羯那陀,羯那陀,kaṇāda,3,3,3,1.0,1.0,exact,proper noun,transcription
摩達羅,摩达罗,māṭhara,3,3,3,1.0,1.0,exact,proper noun,transcription
乾吉沙,干吉沙,gaṅgeśa,3,3,3,1.0,1.0,exact,proper noun,transcription
跋多羅衍那,跋多罗衍那,bādarāyaṇa,5,5,5,1.0,1.0,exact,proper noun,transcription
高達怕達,高达怕达,gauḍapāda,4,4,4,1.0,1.0,exact,proper noun,transcription
羅摩拏遮,罗摩拏遮,rāmānuja,4,4,4,1.0,1.0,exact,proper noun,transcription
商羯羅,商羯罗,śaṅkara,3,3,3,1.0,1.0,exact,proper noun,transcription
寧巴爾迦,宁巴尔迦,nimbārka,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
阿難陀吉利,阿难陀吉利,ānandagiri,5,5,5,1.0,1.0,exact,proper noun,transcription
波爾尼,波尔尼,pāṇini,3,3,3,1.0,1.0,exact,proper noun,transcription
迦膩色迦,迦腻色迦,kaniṣka,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
阿泥盧豆,阿泥豆豆,aniruddha,4,4,4,1.0,1.0,exact,proper noun,transcription
畔度室利,畔度室利,bandhuśri,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
畔徒室利,畔徒室利,bandhuśri,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
犍陀羅,犍陀罗,gandhāra,3,3,3,1.0,1.0,exact,proper noun,transcription
須隣那,须隣那,sudinna,3,3,3,1.0,1.0,exact,proper noun,transcription
難提迦,难提迦,nandika,3,3,3,1.0,1.0,exact,proper noun,transcription
富婁沙富羅,富娄沙富罗,puruṣapura,5,5,5,1.0,1.0,exact,proper noun,transcription
富留沙富羅,富留沙富罗,puruṣapura,5,5,5,1.0,1.0,exact,proper noun,transcription
賓頭羅,宾头罗,piṇḍola,3,3,3,1.0,1.0,exact,proper noun,transcription
彌蘭陀,弥兰陀,milinda,3,3,3,1.0,1.0,exact,proper noun,transcription
彌蘭陀王,弥兰陀王,milinda,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
坦婆羅國,坦婆罗国,tambala,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
坦婆羅,坦婆罗,tambala,3,3,3,1.0,1.0,exact,proper noun,transcription
檀多弗利,檀多弗利,dantapurī,4,4,4,1.0,1.0,exact,proper noun,transcription
曼奴汗葛山,曼奴汗葛山,manubhaṅga,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
弗沙蜜多羅,弗沙蜜多罗,puṣyamitra,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
至那僕底國,至那仆底国,cīnabhukti,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
娑枳多城,娑枳多城,sāketa,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
娑枳多,娑枳多,sāketa,3,3,3,1.0,1.0,exact,proper noun,transcription
孫陀羅難陀詩,孙陀罗难陀诗,saundarananda,6,5,5,1.2,1.0,off_by_one,proper noun,transcription
僧伽施,僧伽施,sāṅkāśya,3,3,3,1.0,1.0,exact,proper noun,transcription
僧伽施國,僧伽施国,sāṅkāśya,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
僧迦舍,僧迦舍,sāṅkāśya,3,3,3,1.0,1.0,exact,proper noun,transcription
須跋陀羅,须跋陀罗,subhadra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
蘇跋陀羅,苏跋陀罗,subhadra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
須跋陀,须跋陀,subhadra,3,3,3,1.0,1.0,exact,proper noun,transcription
藪婆頭樓,薮婆头楼,subhadra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
末田底迦,末田底迦,madhyantika,4,4,4,1.0,1.0,exact,proper noun,transcription
末田提,末田提,madhyantika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
末闡提,末阐提,madhyantika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
末田地,末田地,madhyantika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
末田鐸迦,末田铎迦,madhyantika,4,4,4,1.0,1.0,exact,proper noun,transcription
末彈地,末弹地,madhyantika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
摩禪提,摩禅提,madhyantika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
優婆鞠多,优婆鞠多,upagupta,4,4,4,1.0,1.0,exact,proper noun,transcription
優波掘,优波掘,upagupta,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
孫陀利,孙陀利,sundarī,3,3,3,1.0,1.0,exact,proper noun,transcription
須那呵多,须那呵多,sunakṣatra,4,4,4,1.0,1.0,exact,proper noun,transcription
維耶離,维耶离,vaiśālī,3,3,3,1.0,1.0,exact,proper noun,transcription
鴦窶利摩羅,鸯窭利摩罗,aṅgulimāla,5,5,5,1.0,1.0,exact,proper noun,transcription
拘尸那揭羅,拘尸那揭罗,kuśinagara,5,5,5,1.0,1.0,exact,proper noun,transcription
拘尸那揭羅國,拘尸那揭罗国,kuśinagara,6,5,5,1.2,1.0,off_by_one,proper noun,transcription
拘尸那伽,拘尸那伽,kuśinagara,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
拘私那竭,拘私那竭,kuśinagara,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
阿蜜哩多軍拏里,阿蜜哩多軍拏里,amṛitakuṇḍali,7,7,7,1.0,0.857,exact,proper noun,transcription
阿蜜哩多軍吒利,阿蜜哩多軍吒利,amṛitakuṇḍali,7,7,7,1.0,0.857,exact,proper noun,transcription
首楞伽摩三摩提,首楞伽摩三摩提,śūraṃgamasamādhi,7,7,7,1.0,0.857,exact,proper noun,transcription
摩訶般若波羅蜜,摩诃般若波罗蜜,mahāprajñāpāramitā,7,8,7,0.875,0.857,off_by_one,phrase,transcription
尸迦羅越六方禮經,尸迦罗越六方礼经,śṛgālavādasūtra,8,7,7,1.143,0.857,off_by_one,proper noun,transcription
般若波羅蜜多,般若波罗蜜多,prajñāpāramitā,6,6,6,1.0,0.833,exact,noun,transcription
伴陀羅縛字尼,伴陀罗缚字尼,pāṇḍaravāsinī,6,6,6,1.0,0.833,exact,proper noun,transcription
薩嚩怛他蘖多,萨嚩怛他蘖多,sarvatathāgata,6,6,6,1.0,0.833,exact,phrase,transcription
盧俱多羅婆拖,卢俱多罗婆拖,lokottaravāda,6,6,6,1.0,0.833,exact,proper noun,transcription
盧俱多羅婆地,卢俱多罗婆地,lokottaravādin,6,6,6,1.0,0.833,exact,proper noun,transcription
伴陀羅縛子尼,伴陀罗缚子尼,Pāṇḍaravāsinī,6,6,6,1.0,0.833,exact,proper noun,transcription
優波離問佛經,优波离问佛经,upālipariprcchā,6,6,6,1.0,0.833,exact,proper noun,transcription
鳩咜伽羅沙羅,鸠咜伽罗沙罗,kūṭāgāra-śālā,6,6,6,1.0,0.833,exact,proper noun,transcription
阿那他擯荼陀,阿那他摈荼陀,anāthapiṇḍada,6,6,6,1.0,0.833,exact,proper noun,transcription
阿迦捨蘖婆,阿迦舍蘖婆,ākāśagarbha,5,5,5,1.0,0.8,exact,proper noun,transcription
誐誐曩彥惹,誐誐曩彦惹,gaganagañja,5,5,5,1.0,0.8,exact,proper noun,transcription
摩訶拘絺羅,摩诃拘絺罗,mahākauṣṭhila,5,5,5,1.0,0.8,exact,proper noun,transcription
說一切有部,说一切有部,sarvāstivāda,5,5,5,1.0,0.8,exact,proper noun,transcription
阿波羅爾多,阿波罗尔多,aparājita,5,5,5,1.0,0.8,exact,proper noun,transcription
鄔波髻設尼,邬波髻设尼,upakeśinī,5,5,5,1.0,0.8,exact,proper noun,transcription
烏波髻施儞,乌波髻施儞,upakeśinī,5,5,5,1.0,0.8,exact,proper noun,transcription
六波羅蜜多,六波罗蜜多,satpāramitā,5,5,5,1.0,0.8,exact,proper noun,transcription
蘇悉地羯囉,苏悉地羯啰,susiddhikara,5,5,5,1.0,0.8,exact,proper noun,transcription
阿毘遮嚕迦,阿毘遮噜迦,abhicāraka,5,5,5,1.0,0.8,exact,noun,transcription
阿鉢囉氏多,阿钵啰氏多,aparājita,5,5,5,1.0,0.8,exact,proper noun,transcription
伊帝目多伽,伊帝目多伽,itivṛttaka,5,5,5,1.0,0.8,exact,noun,transcription
阿那婆達多,阿那婆达多,anavatapta,5,5,5,1.0,0.8,exact,proper noun,transcription
阿那婆答多,阿那婆答多,anavatapta,5,5,5,1.0,0.8,exact,proper noun,transcription
阿那婆踏池,阿那婆踏池,anavatapta,5,5,5,1.0,0.8,exact,proper noun,transcription
郁多羅究琉,郁多罗究琉,uttarakuru,5,5,5,1.0,0.8,exact,proper noun,transcription
阿蘭若比丘,阿兰若比丘,araṇya-bhikṣu,5,5,5,1.0,0.8,exact,phrase,transcription
維那羅泥天,维那罗泥天,nirmāṇarati,5,5,5,1.0,0.8,exact,proper noun,transcription
三藐三沒馱,三藐三没驮,samyaksaṃbuddha,5,5,5,1.0,0.8,exact,phrase,transcription
翳迦鼻至迦,翳迦鼻至迦,ekavicīka,5,5,5,1.0,0.8,exact,phrase,transcription
注荼半托迦,注荼半托迦,Cūḍapanthaka,5,5,5,1.0,0.8,exact,proper noun,transcription
普魯夏普拉,普鲁夏普拉,puruṣapura,5,5,5,1.0,0.8,exact,proper noun,transcription
佛陀僧祇提,佛陀僧祇提,buddhasaṅgīti,5,5,5,1.0,0.8,exact,proper noun,transcription
拘夷那伽羅,拘夷那伽罗,kuśinagara,5,5,5,1.0,0.8,exact,proper noun,transcription
俱尸竭伽羅,俱尸竭伽罗,kuśinagara,5,5,5,1.0,0.8,exact,proper noun,transcription
根本說一切有部尼陀那目得迦,根本说一切有部尼陀那目得迦,Mūlasarvāstivādanidānamātṛkā,13,13,13,1.0,0.769,exact,proper noun,transcription
達磨馱都,达磨驮都,dharmadhātu,4,4,4,1.0,0.75,exact,noun,transcription
路迦馱睹,路迦驮睹,lokadhātu,4,4,4,1.0,0.75,exact,noun,transcription
式叉摩那,式叉摩那,śikṣamāṇā,4,4,4,1.0,0.75,exact,noun,transcription
提婆達多,提婆达多,devadatta,4,4,4,1.0,0.75,exact,proper noun,transcription
摩護羅誐,摩护罗誐,mahorāga,4,4,4,1.0,0.75,exact,noun,transcription
金剛密跡,金刚密迹,guhyapāda,4,4,4,1.0,0.75,exact,proper noun,transcription
波囉弭多,波罗弭多,pāramitā,4,4,4,1.0,0.75,exact,noun,transcription
僧腳崎迦,僧脚崎迦,saṅkakṣikā,4,4,4,1.0,0.75,exact,noun,transcription
香王菩薩,香王菩萨,gandharāja,4,4,4,1.0,0.75,exact,proper noun,transcription
阿吒薄俱,阿吒薄俱,āṭavaka,4,4,4,1.0,0.75,exact,proper noun,transcription
阿吒薄迦,阿吒薄迦,āṭavaka,4,4,4,1.0,0.75,exact,proper noun,transcription
阿吒薄皆,阿吒薄皆,āṭavaka,4,4,4,1.0,0.75,exact,proper noun,transcription
毘那夜迦,毘那夜迦,vināyaka,4,4,4,1.0,0.75,exact,proper noun,transcription
頻那夜迦,频那夜迦,vināyaka,4,4,4,1.0,0.75,exact,proper noun,transcription
毘那耶迦,毘那耶迦,vināyaka,4,4,4,1.0,0.75,exact,proper noun,transcription
毘那也迦,毘那也迦,vināyaka,4,4,4,1.0,0.75,exact,proper noun,transcription
毘首羯磨,毘首羯磨,viśvakarmā,4,4,4,1.0,0.75,exact,proper noun,transcription
毘守羯磨,毘守羯磨,viśvakarmā,4,4,4,1.0,0.75,exact,proper noun,transcription
羯句啅劍,羯句啅剑,karkoṭaka,4,4,4,1.0,0.75,exact,proper noun,transcription
阿地提婆,阿地提婆,ādideva,4,4,4,1.0,0.75,exact,proper noun,transcription
優曇鉢羅,优昙钵罗,uḍumbara,4,4,4,1.0,0.75,exact,noun,transcription
優曇跋羅,优昙跋罗,udumbara,4,4,4,1.0,0.75,exact,noun,transcription
芬陀利華,芬陀利华,puṇḍarīka,4,4,4,1.0,0.75,exact,noun,transcription
分陀利花,分陀利花,puṇḍarīka,4,4,4,1.0,0.75,exact,noun,transcription
七摩怛里,七摩怛里,saptamātṛ,4,4,4,1.0,0.75,exact,phrase,transcription
七母女天,七母女天,saptamātṛ,4,4,4,1.0,0.75,exact,phrase,transcription
毘樓遮那,毘楼遮那,vairocana,4,4,4,1.0,0.75,exact,proper noun,transcription
毘盧折那,毘卢折那,vairocana,4,4,4,1.0,0.75,exact,proper noun,transcription
毘盧遮那,毘卢遮那,vairocana,4,4,4,1.0,0.75,exact,proper noun,transcription
鄔波索迦,邬波索迦,upāsaka,4,4,4,1.0,0.75,exact,noun,transcription
鄔波斯迦,邬波斯迦,upāsikā,4,4,4,1.0,0.75,exact,noun,transcription
嚩蘇摩底,嚩苏摩底,vasumatī,4,4,4,1.0,0.75,exact,proper noun,transcription
扇底羯囉,扇底羯啰,śāntikara,4,4,4,1.0,0.75,exact,phrase,transcription
達摩馱睹,达摩驮睹,dharmadhātu,4,4,4,1.0,0.75,exact,noun,transcription
俱摩囉迦,俱摩啰迦,kumāraka,4,4,4,1.0,0.75,exact,noun,transcription
長阿含經,长阿含经,dīrghāgama,4,4,4,1.0,0.75,exact,proper noun,transcription
烏波閦莽,乌波閦莽,upaśama,4,4,4,1.0,0.75,exact,noun,transcription
毘婆舍那,毘婆舍那,vipaśyanā,4,4,4,1.0,0.75,exact,noun,transcription
魔醯首羅,魔醯首罗,maheśvara,4,4,4,1.0,0.75,exact,proper noun,transcription
鄔波難陀,邬波难陀,upananda,4,4,4,1.0,0.75,exact,proper noun,transcription
阿唎多羅,阿唎多罗,āryatārā,4,4,4,1.0,0.75,exact,proper noun,transcription
補陀洛山,补陀洛山,potalaka,4,4,4,1.0,0.75,exact,proper noun,transcription
尸多婆那,尸多婆那,śītavana,4,4,4,1.0,0.75,exact,noun,transcription
阿蘭若迦,阿兰若迦,āraṇyaka,4,4,4,1.0,0.75,exact,noun,transcription
阿范和利,阿范和利,āmrapālī,4,4,4,1.0,0.75,exact,proper noun,transcription
阿梵和利,阿梵和利,āmrapālī,4,4,4,1.0,0.75,exact,proper noun,transcription
阿波陀那,阿波陀那,avadāna,4,4,4,1.0,0.75,exact,noun,transcription
三摩咀吒,三摩咀吒,samataṭa,4,4,4,1.0,0.75,exact,proper noun,transcription
三彌底部,三弥底部,sammatīya,4,4,4,1.0,0.75,exact,proper noun,transcription
阿儗囉娑,阿儗啰娑,āṅgirasa,4,4,4,1.0,0.75,exact,phrase,transcription
沙摩吠陀,沙摩吠陀,sāmaveda,4,4,4,1.0,0.75,exact,proper noun,transcription
三摩吠陀,三摩吠陀,sāmaveda,4,4,4,1.0,0.75,exact,proper noun,transcription
娑摩薜陀,娑摩薜陀,sāmaveda,4,4,4,1.0,0.75,exact,proper noun,transcription
娑磨吠陀,娑磨吠陀,sāmaveda,4,4,4,1.0,0.75,exact,proper noun,transcription
娑磨毘陀,娑磨毘陀,sāmaveda,4,4,4,1.0,0.75,exact,proper noun,transcription
冶受吠陀,冶受吠陀,yajurveda,4,4,4,1.0,0.75,exact,proper noun,transcription
耶樹薜陀,耶树薜陀,yajurveda,4,4,4,1.0,0.75,exact,proper noun,transcription
耶受毘陀,耶受毘陀,yajurveda,4,4,4,1.0,0.75,exact,proper noun,transcription
夜殊鞞陀,夜殊鞞陀,yajurveda,4,4,4,1.0,0.75,exact,proper noun,transcription
祭祀智論,祭祀智论,yajurveda,4,4,4,1.0,0.75,exact,proper noun,transcription
毘伽羅論,毘伽罗论,vyākaraṇa,4,4,4,1.0,0.75,exact,noun,transcription
毘伽羅論,毘伽罗论,vyākaraṇa,4,4,4,1.0,0.75,exact,noun,transcription
摩訶般若,摩诃般若,mahāprajñā,4,4,4,1.0,0.75,exact,noun,transcription
菩提道場,菩提道场,bodhimaṇḍa,4,4,4,1.0,0.75,exact,noun,transcription
僧行不正,僧行不正,saṃghabheda,4,4,4,1.0,0.75,exact,phrase,transcription
首楞伽摩,首楞伽摩,śūraṅgama,4,4,4,1.0,0.75,exact,adjective,transcription
